db_id,imdb_id,name,year,gross,budget,length,theater,critic_score,audience_score,meta_score,imdb_rating,sequel,total_cast_award_win,total_cast_award_nominate,genre_id,mpaa,genre_document,genre_drama,genre_comedy,genre_mystery,genre_news,genre_sports,genre_scifi,genre_romance,genre_family,genre_biography,genre_music,genre_adventure,genre_crime,genre_war,genre_musical,genre_fantasy,genre_thriller,genre_horror,genre_animation,genre_action,genre_history,genre_western,genre_adult,genre_filmnoir
2346642,,Gekijô-ban poketto monsutâ: Maboroshi no pokemon: Rugia bakutan,2000,43746923,,84.0,,,,,,1,0,0,10_16_20_23_24,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0
2348314,262432.0,George Washington,2000,241816,42000.0,89.0,6.0,,0.6,82.0,7.5,0,0,0,03,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2349084,208988.0,Get Carter,2000,14967182,40000000.0,102.0,2315.0,0.72,0.76,24.0,5.0,0,8,39,03_17_21_24,R,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
2350389,165798.0,Ghost Dog: The Way of the Samurai,2000,3300230,,116.0,,0.7,0.74,67.0,7.6,0,0,10,03_17_21_24,R,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
2352791,210075.0,Girlfight,2000,1523941,1000000.0,110.0,253.0,0.73,0.7,70.0,6.9,0,0,9,03_07,R,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2354379,172495.0,Gladiator,2000,187705427,103000000.0,155.0,3188.0,0.71,0.76,64.0,8.5,0,1,10,03_24,R,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2356302,162348.0,Goat on Fire and Smiling Fish,2000,277233,40000.0,90.0,,,,44.0,7.6,0,0,0,04_09,R,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2356672,238247.0,God's Army,2000,2631466,300000.0,108.0,,0.56,0.68,38.0,6.7,0,0,0,03,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2358932,187078.0,Gone in Sixty Seconds,2000,101643008,90000000.0,118.0,,,,35.0,6.4,0,15,35,17_21_24,PG-13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
2360952,176783.0,Gossip,2000,5108820,24000000.0,90.0,1525.0,0.44,0.58,31.0,5.9,0,3,7,03_05_21,R,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2362947,265212.0,Grateful Dawg,2000,359237,,81.0,,0.62,0.74,64.0,7.2,0,0,0,01,PG-13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2364182,203540.0,Greenfingers,2000,1439287,,91.0,49.0,0.52,0.7,46.0,6.9,0,1,3,04_09_17,R,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2365166,212974.0,Groove,2000,1114943,500000.0,86.0,50.0,0.61,0.76,54.0,6.4,0,0,0,03_14,R,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2367513,171356.0,Gun Shy,2000,1631839,10000000.0,101.0,296.0,0.45,0.58,42.0,5.6,0,2,11,04_09_17,R,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2372478,171359.0,Hamlet,2000,1568749,2000000.0,112.0,,,0.86,70.0,6.0,0,2,9,03_09_21,R,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2373592,162983.0,Hanging Up,2000,36037909,60000000.0,94.0,2618.0,0.38,0.54,33.0,4.7,0,13,74,03_04,PG-13,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2374466,208196.0,Happy Accidents,2000,688510,,110.0,49.0,0.64,0.72,60.0,7.3,0,1,4,04_09,R,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2385811,195778.0,Here on Earth,2000,10494147,15000000.0,96.0,1713.0,0.38,0.62,25.0,5.0,0,0,2,03_09,PG-13,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2388790,146882.0,High Fidelity,2000,27277055,20000000.0,113.0,1231.0,,,79.0,7.6,0,4,20,03_04_09_14,R,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2389361,144964.0,Highlander: Endgame,2000,12801190,15000000.0,87.0,1546.0,0.33,0.56,21.0,4.5,1,0,0,08_16_20_24,R,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
2392424,,History Lessons,2000,9240,,65.0,,,,,,0,0,0,01_25_27,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2394744,164052.0,Hollow Man,2000,73209340,95000000.0,112.0,2956.0,0.44,0.52,24.0,5.7,0,1,8,08_21_24,R,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2402887,170016.0,How the Grinch Stole Christmas,2000,260031035,123000000.0,104.0,,0.56,0.64,46.0,5.9,0,9,28,04_10_19_20,PG,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2409770,167203.0,I Dreamed of Africa,2000,6543194,34000000.0,114.0,2112.0,0.37,0.62,33.0,5.5,0,3,10,03_09_16,PG-13,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2412093,293270.0,I Remember Me,2000,4039,,74.0,,0.67,0.68,68.0,7.1,0,0,1,01_13,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2414059,251739.0,I'm the One That I Want,2000,1205606,,96.0,8.0,0.67,0.72,81.0,7.5,0,0,0,01_04,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2434115,248912.0,Into the Arms of Strangers: Stories of the Kindertransport,2000,374555,,122.0,,0.77,0.76,79.0,7.9,1,6,12,01_18_25,PG,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2437513,141399.0,Isn't She Great,2000,2954405,36000000.0,95.0,,0.4,0.58,34.0,5.2,0,6,35,04_09_13,R,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2442970,210130.0,"Jails, Hospitals & Hip-Hop",2000,10791,,90.0,,,,71.0,7.8,0,0,0,01_03_04,R,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2450799,172632.0,Joe Gould's Secret,2000,641117,,104.0,33.0,0.67,0.68,74.0,6.6,0,6,31,03,R,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2457662,168912.0,Just One Time,2000,23374,,111.0,,0.43,0.6,34.0,6.3,0,0,4,04_09,R,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2466695,206187.0,Keep the River on Your Right: A Modern Cannibal Tale,2000,348507,,93.0,,0.67,0.66,63.0,6.9,0,0,0,01_16,R,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2466857,171433.0,Keeping the Faith,2000,37036404,30000000.0,128.0,2171.0,0.62,0.6,60.0,6.5,0,14,42,03_04_09,PG-13,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2470654,188757.0,Kill by Inches,2000,595,,80.0,,0.49,0.7,32.0,6.3,0,0,0,20_21_22,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
